ID,ADMINIST,CODIGO_PEAJE,DEPARTAMENTO,NOMBRE_PEAJE,VEH_LIGEROS_TAR_DIF,VEH_LIGEROS_AUTOMOVILES,VEH_PESADOS_TAR_DIF,VEH_PESADOS__2E,VEH_PESADOS_3E,VEH_PESADOS_4E,VEH_PESADOS_5E,VEH_PESADOS_6E,VEH_PESADOS_7E,VEH_LIGEROS_TOTAL,VEH_LIGEROS_IMD,VEH_PESADOS_TOTAL,VEH_PESADOS_IMD,VEH_TOTAL,VEH_IMD,ANIO,MES,PERIODO
195,Concesionado,21PE34BSGB1,Puno,San Gaban,648,4108,5,866,1183,95,228,1297,51,4756,153.4,3725,120.2,8481,273.6,2014,3,201403
196,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,4902,0,491,180,4,226,575,4,4902,158.1,1480,47.7,6382,205.9,2014,3,201403
197,Concesionado,21PE34ASLA1,Puno,Santa Lucia,314,19034,0,9712,6182,1798,2252,14903,49,19348,624.1,34896,1125.7,54244,1749.8,2014,3,201403
198,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1455,0,56538,31968,10717,11815,52810,465,1455,46.9,164313,5300.4,165768,5347.4,2014,3,201403
199,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,17850,0,1983,2725,551,637,2028,12,17850,575.8,7936,256,25786,831.8,2014,3,201403
200,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,72011,0,44589,13830,4824,9047,30384,534,72011,2322.9,103208,3329.3,175219,5652.2,2014,3,201403
201,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,20095,0,1444,1629,549,512,1746,8,20095,648.2,5888,189.9,25983,838.2,2014,3,201403
202,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,12757,0,2910,2295,683,297,2238,15,12757,411.5,8438,272.2,21195,683.7,2014,3,201403
203,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,182649,0,10053,6762,596,58,361,5,182649,5891.9,17835,575.3,200484,6467.2,2014,3,201403
204,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),16730,38405,3422,9787,14462,4249,3067,15427,228,55135,1778.5,50642,1633.6,105777,3412.2,2014,3,201403
205,Concesionado,13PE1NVIR1,La Libertad,Viru,18,33468,5815,10549,13599,4275,3262,13855,124,33486,1080.2,51479,1660.6,84965,2740.8,2014,3,201403
206,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,10809,0,6146,3117,883,771,5159,12,10809,348.7,16088,519,26897,867.6,2014,3,201403
207,No concesionado,04PE1SATI1,Arequipa,Atico,0,11013,0,4106,7352,2885,6248,16921,496,11013,355.3,38008,1226.1,49021,1581.3,2014,3,201403
208,No concesionado,21PE3SAYV1,Puno,Ayaviri,1639,16577,39,6361,3047,839,678,4576,11,18216,587.6,15551,501.6,33767,1089.3,2014,3,201403
209,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,32834,0,6010,4242,1698,1104,4700,18,32834,1059.2,17772,573.3,50606,1632.5,2014,3,201403
210,No concesionado,02PE3NCTC1,ancash,Catac,0,15725,0,4767,4956,818,303,3047,14,15725,507.3,13905,448.5,29630,955.8,2014,3,201403
211,No concesionado,12PE3SHUO1,Junin,Chacapampa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,201403
212,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),880,21976,534,11246,6790,1069,184,1444,12,22856,737.3,21279,686.4,44135,1423.7,2014,3,201403
213,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,14334,19508,9,5533,5162,711,900,14726,64,33842,1091.7,27105,874.4,60947,1966,2014,3,201403
214,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),4130,12821,1438,7490,1604,62,28,311,148,16951,546.8,11081,357.5,28032,904.3,2014,3,201403
215,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,43268,0,13779,5261,1553,1661,11082,16,43268,1395.7,33352,1075.9,76620,2471.6,2014,3,201403
216,No concesionado,21PE3SILV1,Puno,Ilave,18335,31188,2032,4244,1312,180,1310,2570,1,49523,1597.5,11649,375.8,61172,1973.3,2014,3,201403
217,No concesionado,15PE24LNH1,Lima,Lunahuana,1748,31982,41,2951,423,57,24,113,8,33730,1088.1,3617,116.7,37347,1204.7,2014,3,201403
218,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),14211,50226,1789,15947,6867,74,144,1520,34,64437,2078.6,26375,850.8,90812,2929.4,2014,3,201403
219,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,52441,83888,5701,14031,8286,2042,1127,6988,40,136329,4397.7,38215,1232.7,174544,5630.5,2014,3,201403
220,No concesionado,11PE1SNZA1,Ica,Nasca,0,41048,0,13301,12835,2957,6838,24317,543,41048,1324.1,60791,1961,101839,3285.1,2014,3,201403
221,No concesionado,11PE28APRA1,Ica,Pacra,0,13836,0,3529,5113,1411,486,3484,14,13836,446.3,14037,452.8,27873,899.1,2014,3,201403
222,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,21905,0,3044,1509,634,1018,1278,3,21905,706.6,7486,241.5,29391,948.1,2014,3,201403
223,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,2340,0,572,849,100,3091,1860,0,2340,75.5,6472,208.8,8812,284.3,2014,3,201403
224,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,218,7217,15,2516,4469,1379,416,2969,28,7435,239.8,11792,380.4,19227,620.2,2014,3,201403
225,No concesionado,08PE3SSAY1,Cusco,Saylla,0,24354,0,16786,3600,849,717,6251,26,24354,785.6,28229,910.6,52583,1696.2,2014,3,201403
226,No concesionado,21PE36ASIC1,Puno,Sicuyani,568,3507,0,907,955,110,3170,1783,0,4075,131.5,6925,223.4,11000,354.8,2014,3,201403
227,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,18059,0,3607,4291,1360,391,2688,11,18059,582.5,12348,398.3,30407,980.9,2014,3,201403
228,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,46731,0,5826,874,226,274,614,3,46731,1507.5,7817,252.2,54548,1759.6,2014,3,201403
229,No concesionado,15PE16TNA1,Lima,Tunan,0,20215,0,4453,4880,694,528,5262,57,20215,652.1,15874,512.1,36089,1164.2,2014,3,201403
230,No concesionado,04PE1SYCA1,Arequipa,Yauca,24,13723,0,4474,7330,2589,5808,17735,411,13747,443.5,38347,1237,52094,1680.5,2014,3,201403
231,Concesionado,22PE5NACS1,San Martin,Aguas Claras,2571,7150,0,2540,2302,630,360,3818,20,9721,324,9670,322.3,19391,646.4,2014,4,201404
232,Concesionado,04PE1SCAM1,Arequipa,Camana,0,11974,0,5307,4077,1508,2943,8639,242,11974,399.1,22716,757.2,34690,1156.3,2014,4,201404
233,Concesionado,21PE3SCRO1,Puno,Caracoto,29909,76166,5387,17658,4859,1051,1646,4344,3,106075,3535.8,34948,1164.9,141023,4700.8,2014,4,201404
234,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,96,47544,0,16091,16655,3855,3147,18983,143,47640,1588,58874,1962.5,106514,3550.5,2014,4,201404
235,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,24189,0,4768,4186,395,757,3220,85,24189,806.3,13411,447,37600,1253.3,2014,4,201404
236,Concesionado,13PE1NCMA1,La Libertad,Chicama,282,50541,9627,13028,12490,2820,2788,16858,112,50823,1694.1,57723,1924.1,108546,3618.2,2014,4,201404
237,Concesionado,15PE1SCLA1,Lima,Chilca,0,160557,0,25124,18531,3272,6140,22162,415,160557,5351.9,75644,2521.5,236201,7873.4,2014,4,201404
238,Concesionado,20PE1NJCLS1,Piura,Chulucanas,2472,29613,705,8075,2990,128,286,3672,60,32085,1069.5,15916,530.5,48001,1600,2014,4,201404
239,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,201404
240,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,5577,85355,1101,24781,25926,6659,4359,30459,212,90932,3031.1,93497,3116.6,184429,6147.6,2014,4,201404
241,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,9335,0,2525,5931,1941,1272,7461,49,9335,311.2,19179,639.3,28514,950.5,2014,4,201404
242,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,862,8883,0,5310,5449,1624,709,4750,36,9745,324.8,17878,595.9,27623,920.8,2014,4,201404
243,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,7443,0,996,2074,397,1761,3187,42,7443,248.1,8457,281.9,15900,530,2014,4,201404
244,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,98097,0,39328,30798,9428,8169,41074,326,98097,3269.9,129123,4304.1,227220,7574,2014,4,201404
245,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,20389,0,6046,11408,3676,2946,14820,121,20389,679.6,39017,1300.6,59406,1980.2,2014,4,201404
246,Concesionado,02PE1NHUY1,ancash,Huarmey,0,35713,0,10446,21839,7333,5559,28962,254,35713,1190.4,74393,2479.8,110106,3670.2,2014,4,201404
247,Concesionado,11PE1SICA1,Ica,Ica,0,42551,0,11813,13314,2295,4565,14753,293,42551,1418.4,47033,1567.8,89584,2986.1,2014,4,201404
248,Concesionado,18PE36ILO1,Moquegua,Ilo,0,20755,0,2351,669,112,1878,1095,66,20755,691.8,6171,205.7,26926,897.5,2014,4,201404
249,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,55419,0,15667,16575,3122,5582,19902,307,55419,1847.3,61155,2038.5,116574,3885.8,2014,4,201404
250,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,4404,0,2497,179,5,4,41,5,4404,146.8,2731,91,7135,237.8,2014,4,201404
251,Concesionado,21PE34BMNI1,Puno,Macusani,1202,2456,77,776,404,63,345,1622,16,3658,121.9,3303,110.1,6961,232,2014,4,201404
252,Concesionado,11PE30MNA1,Ica,Marcona,0,20882,0,4298,1591,82,139,889,11,20882,696.1,7010,233.7,27892,929.7,2014,4,201404
253,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,13921,0,5004,1441,883,3037,15113,327,13921,464,25805,860.2,39726,1324.2,2014,4,201404
254,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,201404
255,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,201404
256,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,8773,0,1073,2395,475,1762,3211,40,8773,292.4,8956,298.5,17729,591,2014,4,201404
257,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,11668,0,2928,6007,1966,1357,7177,51,11668,388.9,19486,649.5,31154,1038.5,2014,4,201404
258,Concesionado,22PE5NMYB1,San Martin,Moyobamba,38,26231,1780,3327,2381,591,288,3743,21,26269,875.6,12131,404.4,38400,1280,2014,4,201404
259,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,413,24455,0,7199,10530,2567,2358,12945,85,24868,828.9,35684,1189.5,60552,2018.4,2014,4,201404
260,Concesionado,20PE02PAI1,Piura,Paita,5685,43268,1299,8590,2926,398,813,6102,49,48953,1631.8,20177,672.6,69130,2304.3,2014,4,201404
261,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,9658,0,2121,1491,385,3902,2431,3,9658,321.9,10333,344.4,19991,666.4,2014,4,201404
262,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,6102,0,2804,4235,331,873,3996,117,6102,203.4,12356,411.9,18458,615.3,2014,4,201404
263,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,6843,0,2205,3528,313,725,2891,62,6843,228.1,9724,324.1,16567,552.2,2014,4,201404
264,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,29860,0,18104,6815,2296,3024,22395,208,29860,995.3,52842,1761.4,82702,2756.7,2014,4,201404
265,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,125,6193,0,1556,1478,443,201,1928,19,6318,210.6,5625,187.5,11943,398.1,2014,4,201404
266,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,14141,0,3042,3446,306,732,2820,58,14141,471.4,10404,346.8,24545,818.2,2014,4,201404
267,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,109350,11804,22942,13532,3154,1957,12719,43,109350,3645,66151,2205,175501,5850,2014,4,201404
268,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,14832,0,1726,534,103,438,1441,0,14832,494.4,4242,141.4,19074,635.8,2014,4,201404
269,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,7615,0,4646,5392,1616,703,4695,44,7615,253.8,17096,569.9,24711,823.7,2014,4,201404
270,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,15188,0,1592,946,175,127,1628,8,15188,506.3,4476,149.2,19664,655.5,2014,4,201404
271,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,55340,0,10025,12219,2969,1980,11832,55,55340,1844.7,39080,1302.7,94420,3147.3,2014,4,201404
272,Concesionado,21PE34BSGB1,Puno,San Gaban,665,3963,6,888,605,69,347,1520,49,4628,154.3,3484,116.1,8112,270.4,2014,4,201404
273,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,4553,0,472,157,24,370,963,0,4553,151.8,1986,66.2,6539,218,2014,4,201404
274,Concesionado,21PE34ASLA1,Puno,Santa Lucia,300,17601,0,9129,5957,1854,2492,15844,34,17901,596.7,35310,1177,53211,1773.7,2014,4,201404
275,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1400,0,53879,29744,10021,11152,51407,413,1400,46.7,156616,5220.5,158016,5267.2,2014,4,201404
276,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,16245,0,1741,2386,488,601,1747,11,16245,541.5,6974,232.5,23219,774,2014,4,201404
277,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,63005,0,41350,13495,4745,8787,29947,450,63005,2100.2,98774,3292.5,161779,5392.6,2014,4,201404
278,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,17625,0,1218,1020,261,506,1849,17,17625,587.5,4871,162.4,22496,749.9,2014,4,201404
279,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,12366,0,2876,2129,629,291,2248,20,12366,412.2,8193,273.1,20559,685.3,2014,4,201404
280,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,199464,0,9020,5615,495,26,181,2,199464,6648.8,15339,511.3,214803,7160.1,2014,4,201404
281,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),15850,37459,3261,8903,12175,3766,2841,14862,127,53309,1777,45935,1531.2,99244,3308.1,2014,4,201404
282,Concesionado,13PE1NVIR1,La Libertad,Viru,24,35217,5519,10233,11896,3815,3122,13481,110,35241,1174.7,48176,1605.9,83417,2780.6,2014,4,201404
283,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,10732,0,5772,3063,936,794,5923,14,10732,357.7,16502,550.1,27234,907.8,2014,4,201404
284,No concesionado,04PE1SATI1,Arequipa,Atico,0,11732,0,4119,7580,2973,6165,16218,472,11732,391.1,37527,1250.9,49259,1642,2014,4,201404
285,No concesionado,21PE3SAYV1,Puno,Ayaviri,1884,16859,58,6481,2964,883,734,5127,13,18743,624.8,16260,542,35003,1166.8,2014,4,201404
286,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,30633,0,6095,3984,1613,872,4120,26,30633,1021.1,16710,557,47343,1578.1,2014,4,201404
287,No concesionado,02PE3NCTC1,ancash,Catac,0,18931,0,4674,4878,956,259,3165,10,18931,631,13942,464.7,32873,1095.8,2014,4,201404
288,No concesionado,12PE3SHUO1,Junin,Chacapampa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,201404
289,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),1402,28766,512,11335,6623,1066,215,1465,11,30168,1005.6,21227,707.6,51395,1713.2,2014,4,201404
290,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,14272,18177,5,5122,4538,567,816,14773,61,32449,1081.6,25882,862.7,58331,1944.4,2014,4,201404
291,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),3729,12476,1463,6796,1377,55,28,911,4,16205,540.2,10634,354.5,26839,894.6,2014,4,201404
292,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,42208,0,13036,4854,1429,1344,9936,16,42208,1406.9,30615,1020.5,72823,2427.4,2014,4,201404
293,No concesionado,21PE3SILV1,Puno,Ilave,13454,25525,524,3327,1171,142,1292,2236,0,38979,1299.3,8692,289.7,47671,1589,2014,4,201404
294,No concesionado,15PE24LNH1,Lima,Lunahuana,0,41557,0,2934,349,193,8,115,0,41557,1385.2,3599,120,45156,1505.2,2014,4,201404
295,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),13410,49319,1918,16917,7359,89,392,1438,31,62729,2091,28144,938.1,90873,3029.1,2014,4,201404
296,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,47871,77414,5192,12772,7444,1902,978,6438,65,125285,4176.2,34791,1159.7,160076,5335.9,2014,4,201404
297,No concesionado,11PE1SNZA1,Ica,Nasca,0,41071,0,13690,12827,2892,6736,23733,461,41071,1369,60339,2011.3,101410,3380.3,2014,4,201404
298,No concesionado,11PE28APRA1,Ica,Pacra,0,17279,0,3581,4892,1388,533,3488,19,17279,576,13901,463.4,31180,1039.3,2014,4,201404
299,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,19691,0,2748,1439,630,975,1450,2,19691,656.4,7244,241.5,26935,897.8,2014,4,201404
300,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1450,0,441,738,104,3402,1927,0,1450,48.3,6612,220.4,8062,268.7,2014,4,201404
301,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,291,11044,23,2599,4458,1238,387,2919,15,11335,377.8,11639,388,22974,765.8,2014,4,201404
302,No concesionado,08PE3SSAY1,Cusco,Saylla,0,22955,0,15362,3501,889,718,6843,30,22955,765.2,27343,911.4,50298,1676.6,2014,4,201404
303,No concesionado,21PE36ASIC1,Puno,Sicuyani,543,2769,0,909,953,96,3540,1790,0,3312,110.4,7288,242.9,10600,353.3,2014,4,201404
304,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,21441,0,3523,3884,1087,386,2632,9,21441,714.7,11521,384,32962,1098.7,2014,4,201404
305,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,41745,0,4722,660,197,197,388,6,41745,1391.5,6170,205.7,47915,1597.2,2014,4,201404
306,No concesionado,15PE16TNA1,Lima,Tunan,0,23232,0,4600,4895,991,447,5232,73,23232,774.4,16238,541.3,39470,1315.7,2014,4,201404
307,No concesionado,04PE1SYCA1,Arequipa,Yauca,25,14943,1,4760,7797,2649,5861,17194,369,14968,498.9,38631,1287.7,53599,1786.6,2014,4,201404
308,Concesionado,22PE5NACS1,San Martin,Aguas Claras,3053,7573,0,2668,2460,666,403,4021,35,10626,342.8,10253,330.7,20879,673.5,2014,5,201405
309,Concesionado,04PE1SCAM1,Arequipa,Camana,0,10893,0,5448,4184,1519,3173,9625,270,10893,351.4,24219,781.3,35112,1132.6,2014,5,201405
310,Concesionado,21PE3SCRO1,Puno,Caracoto,32063,80779,5690,19089,4933,1079,1765,4700,6,112842,3640.1,37262,1202,150104,4842.1,2014,5,201405
311,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,78,48902,0,16356,16708,3996,3402,21458,193,48980,1580,62113,2003.6,111093,3583.6,2014,5,201405
312,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,24807,0,5428,4475,463,808,3604,96,24807,800.2,14874,479.8,39681,1280,2014,5,201405
313,Concesionado,13PE1NCMA1,La Libertad,Chicama,288,48447,10731,13251,12801,2966,3088,17424,147,48735,1572.1,60408,1948.6,109143,3520.7,2014,5,201405
314,Concesionado,15PE1SCLA1,Lima,Chilca,0,100729,0,23844,17551,3432,6154,23877,461,100729,3249.3,75319,2429.6,176048,5679,2014,5,201405
315,Concesionado,20PE1NJCLS1,Piura,Chulucanas,2610,31877,721,9015,3229,123,380,4585,38,34487,1112.5,18091,583.6,52578,1696.1,2014,5,201405
316,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,201405
317,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,5886,80711,1090,24767,26141,6280,4800,34409,269,86597,2793.5,97756,3153.4,184353,5946.9,2014,5,201405
318,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,8026,0,2533,6230,2025,1455,8258,83,8026,258.9,20584,664,28610,922.9,2014,5,201405
319,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,915,9052,0,5045,5744,1705,777,5424,23,9967,321.5,18718,603.8,28685,925.3,2014,5,201405
320,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,7164,0,1068,2108,415,1652,3325,41,7164,231.1,8609,277.7,15773,508.8,2014,5,201405
321,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,81178,0,40395,32656,10320,8744,44764,373,81178,2618.6,137252,4427.5,218430,7046.1,2014,5,201405
322,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,16501,0,6233,12454,3897,3202,16210,110,16501,532.3,42106,1358.3,58607,1890.5,2014,5,201405
323,Concesionado,02PE1NHUY1,ancash,Huarmey,0,29195,0,11265,23230,7700,5891,30923,250,29195,941.8,79259,2556.7,108454,3498.5,2014,5,201405
324,Concesionado,11PE1SICA1,Ica,Ica,0,37797,0,11808,7509,7803,4708,16462,294,37797,1219.3,48584,1567.2,86381,2786.5,2014,5,201405
325,Concesionado,18PE36ILO1,Moquegua,Ilo,0,22547,0,2375,639,87,1899,1270,68,22547,727.3,6338,204.5,28885,931.8,2014,5,201405
326,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,44406,0,15165,16023,3305,5531,21672,341,44406,1432.5,62037,2001.2,106443,3433.6,2014,5,201405
327,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,4395,0,2810,223,8,4,54,0,4395,141.8,3099,100,7494,241.7,2014,5,201405
328,Concesionado,21PE34BMNI1,Puno,Macusani,1418,2603,74,878,714,72,326,1558,29,4021,129.7,3651,117.8,7672,247.5,2014,5,201405
