ID,ADMINIST,CODIGO_PEAJE,DEPARTAMENTO,NOMBRE_PEAJE,VEH_LIGEROS_TAR_DIF,VEH_LIGEROS_AUTOMOVILES,VEH_PESADOS_TAR_DIF,VEH_PESADOS__2E,VEH_PESADOS_3E,VEH_PESADOS_4E,VEH_PESADOS_5E,VEH_PESADOS_6E,VEH_PESADOS_7E,VEH_LIGEROS_TOTAL,VEH_LIGEROS_IMD,VEH_PESADOS_TOTAL,VEH_PESADOS_IMD,VEH_TOTAL,VEH_IMD,ANIO,MES,PERIODO
808,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,8681,0,4424,5864,2032,817,5948,24,8681,289.4,19109,637,27790,926.3,2014,11,201411
809,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,18921,0,1714,1308,221,169,1994,2,18921,630.7,5408,180.3,24329,811,2014,11,201411
810,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,55336,0,9065,10379,1765,1652,12703,65,55336,1844.5,35629,1187.6,90965,3032.2,2014,11,201411
811,Concesionado,21PE34BSGB1,Puno,San Gaban,600,4375,7,1058,1332,51,277,1646,20,4975,165.8,4391,146.4,9366,312.2,2014,11,201411
812,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,5666,0,598,1429,30,278,826,10,5666,188.9,3171,105.7,8837,294.6,2014,11,201411
813,Concesionado,21PE34ASLA1,Puno,Santa Lucia,249,17930,0,11067,6070,1792,2481,18863,55,18179,606,40328,1344.3,58507,1950.2,2014,11,201411
814,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1434,0,55312,31968,11853,12509,55789,472,1434,47.8,167903,5596.8,169337,5644.6,2014,11,201411
815,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,18619,0,2014,2504,488,541,2146,9,18619,620.6,7702,256.7,26321,877.4,2014,11,201411
816,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,98262,0,50578,16478,5080,8970,33432,668,98262,3275.4,115206,3840.2,213468,7115.6,2014,11,201411
817,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,20306,0,1517,1793,508,486,2261,14,20306,676.9,6579,219.3,26885,896.2,2014,11,201411
818,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,14414,0,3033,2428,732,274,2408,9,14414,480.5,8884,296.1,23298,776.6,2014,11,201411
819,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,179781,0,9036,5360,424,55,246,1,179781,5992.7,15122,504.1,194903,6496.8,2014,11,201411
820,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),16375,34987,3502,10260,13366,4067,3231,16811,161,51362,1712.1,51398,1713.3,102760,3425.3,2014,11,201411
821,Concesionado,13PE1NVIR1,La Libertad,Viru,1,35743,6120,10663,12498,4048,3469,15539,124,35744,1191.5,52461,1748.7,88205,2940.2,2014,11,201411
822,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,10182,0,5864,2816,955,657,6140,17,10182,339.4,16449,548.3,26631,887.7,2014,11,201411
823,No concesionado,04PE1SATI1,Arequipa,Atico,0,9298,0,4271,7994,2938,6535,19739,560,9298,309.9,42037,1401.2,51335,1711.2,2014,11,201411
824,No concesionado,21PE3SAYV1,Puno,Ayaviri,1173,18375,5,7166,3005,842,468,5766,15,19548,651.6,17267,575.6,36815,1227.2,2014,11,201411
825,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,29015,0,6544,4204,1660,1159,4097,11,29015,967.2,17675,589.2,46690,1556.3,2014,11,201411
826,No concesionado,02PE3NCTC1,ancash,Catac,0,16202,0,4854,5966,1009,290,3601,29,16202,540.1,15749,525,31951,1065,2014,11,201411
827,No concesionado,12PE3SHUO1,Junin,Chacapampa,4024,26364,0,6043,1824,237,312,3330,15,30388,1012.9,11761,392,42149,1405,2014,11,201411
828,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),1704,28946,536,12963,7374,1207,303,2309,32,30650,1021.7,24724,824.1,55374,1845.8,2014,11,201411
829,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11,201411
830,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),3467,15621,1577,7450,1777,80,50,731,9,19088,636.3,11674,389.1,30762,1025.4,2014,11,201411
831,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,41058,0,14157,5325,1811,1641,10424,27,41058,1368.6,33385,1112.8,74443,2481.4,2014,11,201411
832,No concesionado,21PE3SILV1,Puno,Ilave,17114,20904,917,3578,1132,162,1313,2217,8,38018,1267.3,9327,310.9,47345,1578.2,2014,11,201411
833,No concesionado,15PE24LNH1,Lima,Lunahuana,3831,30194,252,3623,541,663,38,289,4,34025,1134.2,5410,180.3,39435,1314.5,2014,11,201411
834,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11,201411
835,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,50719,75788,9396,12962,8466,2014,1098,6410,220,126507,4362.3,40566,1398.8,167073,5761.1,2014,11,201411
836,No concesionado,11PE1SNZA1,Ica,Nasca,0,36037,0,13523,13804,2855,7546,28437,588,36037,1201.2,66753,2225.1,102790,3426.3,2014,11,201411
837,No concesionado,11PE28APRA1,Ica,Pacra,0,12828,0,3295,4876,1214,559,4368,27,12828,427.6,14339,478,27167,905.6,2014,11,201411
838,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,21103,0,3056,1594,621,1051,1461,20,21103,703.4,7803,260.1,28906,963.5,2014,11,201411
839,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1485,0,457,664,164,3389,1619,1,1485,49.5,6294,209.8,7779,259.3,2014,11,201411
840,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,404,6123,33,2303,4629,1105,416,3535,18,6527,217.6,12039,401.3,18566,618.9,2014,11,201411
841,No concesionado,08PE3SSAY1,Cusco,Saylla,0,25410,0,17157,3364,982,593,7134,28,25410,847,29258,975.3,54668,1822.3,2014,11,201411
842,No concesionado,21PE36ASIC1,Puno,Sicuyani,514,2493,0,1035,3149,183,3456,2561,11,3007,100.2,10395,346.5,13402,446.7,2014,11,201411
843,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,17556,0,3127,4527,1081,560,3512,18,17556,585.2,12825,427.5,30381,1012.7,2014,11,201411
844,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,44909,0,6293,699,209,250,767,3,44909,1497,8221,274,53130,1771,2014,11,201411
845,No concesionado,15PE16TNA1,Lima,Tunan,0,21103,0,4853,4941,912,370,5581,66,21103,703.4,16723,557.4,37826,1260.9,2014,11,201411
846,No concesionado,04PE1SYCA1,Arequipa,Yauca,11,12013,0,4625,8197,2634,6267,20686,469,12024,400.8,42878,1429.3,54902,1830.1,2014,11,201411
847,Concesionado,22PE5NACS1,San Martin,Aguas Claras,2681,9862,0,2601,2684,641,257,3674,16,12543,404.6,9873,318.5,22416,723.1,2014,12,201412
848,Concesionado,04PE1SCAM1,Arequipa,Camana,0,15723,0,6412,4397,1546,3070,9825,198,15723,507.2,25448,820.9,41171,1328.1,2014,12,201412
849,Concesionado,21PE3SCRO1,Puno,Caracoto,39911,94181,9201,17392,5444,790,1937,5016,29,134092,4325.5,39809,1284.2,173901,5609.7,2014,12,201412
850,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,0,56114,0,16497,16888,4202,3185,21786,204,56114,1810.1,62762,2024.6,118876,3834.7,2014,12,201412
851,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,28488,0,6065,4659,480,793,3789,48,28488,919,15834,510.8,44322,1429.7,2014,12,201412
852,Concesionado,13PE1NCMA1,La Libertad,Chicama,167,66926,11396,13032,14154,3071,3459,16652,204,67093,2164.3,61968,1999,129061,4163.3,2014,12,201412
853,Concesionado,15PE1SCLA1,Lima,Chilca,0,219394,0,27827,20939,3523,6933,26466,415,219394,7077.2,86103,2777.5,305497,9854.7,2014,12,201412
854,Concesionado,20PE1NJCLS1,Piura,Chulucanas,3331,40173,653,10185,4338,191,502,5264,120,43504,1403.4,21253,685.6,64757,2088.9,2014,12,201412
855,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,8836,9900,384,2649,2479,389,543,7440,41,18736,604.4,13925,449.2,32661,1053.6,2014,12,201412
856,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,6662,92037,446,25027,25774,6066,4735,34544,354,98699,3183.8,96946,3127.3,195645,6311.1,2014,12,201412
857,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,12824,0,2699,6586,2115,1694,8500,209,12824,413.7,21803,703.3,34627,1117,2014,12,201412
858,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,800,13585,0,5266,6375,2108,697,5381,38,14385,464,19865,640.8,34250,1104.8,2014,12,201412
859,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,9163,0,1204,2331,393,1672,3715,25,9163,295.6,9340,301.3,18503,596.9,2014,12,201412
860,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,110181,0,43601,34709,11559,9795,45131,415,110181,3554.2,145210,4684.2,255391,8238.4,2014,12,201412
861,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,28233,0,6856,14027,4478,3697,15980,190,28233,910.7,45228,1459,73461,2369.7,2014,12,201412
862,Concesionado,02PE1NHUY1,ancash,Huarmey,0,44594,0,11947,25592,8314,6523,31015,356,44594,1438.5,83747,2701.5,128341,4140,2014,12,201412
863,Concesionado,11PE1SICA1,Ica,Ica,0,50344,0,15329,15076,2479,4984,18081,235,50344,1624,56184,1812.4,106528,3436.4,2014,12,201412
864,Concesionado,18PE36ILO1,Moquegua,Ilo,0,26994,0,2617,760,143,2153,1374,31,26994,870.8,7078,228.3,34072,1099.1,2014,12,201412
865,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,57877,0,16071,19504,3335,5969,24601,332,57877,1867,69812,2252,127689,4119,2014,12,201412
866,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,5428,0,2837,708,15,2,34,6,5428,175.1,3602,116.2,9030,291.3,2014,12,201412
867,Concesionado,21PE34BMNI1,Puno,Macusani,1824,3017,132,772,691,66,231,1614,6,4841,156.2,3512,113.3,8353,269.5,2014,12,201412
868,Concesionado,11PE30MNA1,Ica,Marcona,0,23499,0,4565,1949,207,175,904,15,23499,758,7815,252.1,31314,1010.1,2014,12,201412
869,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,25970,0,6624,1587,721,2816,14925,213,25970,837.7,26886,867.3,52856,1705,2014,12,201412
870,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),8004,34139,90,9932,4983,109,111,890,13,42143,1359.5,16128,520.3,58271,1879.7,2014,12,201412
871,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,28625,45581,4847,7624,4362,1219,684,3457,145,74206,2393.7,22338,720.6,96544,3114.3,2014,12,201412
872,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,10701,0,1249,2829,422,1672,3716,25,10701,345.2,9913,319.8,20614,665,2014,12,201412
873,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,17178,0,3672,6981,2136,1768,8859,75,17178,554.1,23491,757.8,40669,1311.9,2014,12,201412
874,Concesionado,22PE5NMYB1,San Martin,Moyobamba,3045,31515,974,3485,2878,638,331,4279,10,34560,1114.8,12595,406.3,47155,1521.1,2014,12,201412
875,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,467,33900,0,7692,11911,2883,2926,13994,192,34367,1108.6,39598,1277.4,73965,2386,2014,12,201412
876,Concesionado,20PE02PAI1,Piura,Paita,8993,56950,1261,7139,3843,366,1661,8918,411,65943,2127.2,23599,761.3,89542,2888.5,2014,12,201412
877,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,11302,0,2163,1703,508,4233,2603,7,11302,364.6,11217,361.8,22519,726.4,2014,12,201412
878,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,7334,0,2810,4538,353,886,4453,99,7334,236.6,13139,423.8,20473,660.4,2014,12,201412
879,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,3816,0,1099,1801,173,363,1442,20,3816,238.5,4898,306.1,8714,544.6,2014,12,201412
880,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,33981,0,22140,7139,2273,3307,25297,253,33981,1096.2,60409,1948.7,94390,3044.8,2014,12,201412
881,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,8349,0,1697,1694,466,153,1868,11,8349,269.3,5889,190,14238,459.3,2014,12,201412
882,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,16655,0,3197,4015,327,795,3317,42,16655,537.3,11693,377.2,28348,914.5,2014,12,201412
883,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,138057,12266,27104,13459,3378,2490,13834,56,138057,4453.5,72587,2341.5,210644,6795,2014,12,201412
884,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,18899,0,1389,673,65,302,1383,14,18899,609.6,3826,123.4,22725,733.1,2014,12,201412
885,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,11772,0,4541,6299,2106,698,5289,36,11772,379.7,18969,611.9,30741,991.6,2014,12,201412
886,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,18347,0,1550,1124,218,138,1602,0,18347,591.8,4632,149.4,22979,741.3,2014,12,201412
887,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,66769,0,9718,10985,1937,1558,11079,43,66769,2153.8,35320,1139.4,102089,3293.2,2014,12,201412
888,Concesionado,21PE34BSGB1,Puno,San Gaban,765,4738,8,883,997,68,230,1602,1,5503,177.5,3789,122.2,9292,299.7,2014,12,201412
889,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,6226,0,563,500,6,254,673,16,6226,200.8,2012,64.9,8238,265.7,2014,12,201412
890,Concesionado,21PE34ASLA1,Puno,Santa Lucia,274,21347,0,11715,6359,1972,2794,18788,54,21621,697.5,41682,1344.6,63303,2042,2014,12,201412
891,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1349,0,59131,34231,13103,12953,55547,489,1349,43.5,175454,5659.8,176803,5703.3,2014,12,201412
892,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,22542,0,1901,2676,551,505,2230,1,22542,727.2,7864,253.7,30406,980.8,2014,12,201412
893,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,122317,0,56285,16693,5054,9161,34042,587,122317,3945.7,121822,3929.7,244139,7875.5,2014,12,201412
894,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,22695,0,1457,1915,458,501,2181,15,22695,732.1,6527,210.5,29222,942.6,2014,12,201412
895,Concesionado,01PE5NUTB1,Amazonas,Utcubamba (Bagua),0,16796,0,2923,2503,696,255,2381,13,16796,541.8,8771,282.9,25567,824.7,2014,12,201412
896,Concesionado,15PE1NVPY1,Lima,Variante de Pasamayo,0,221357,0,9415,6119,457,19,125,1,221357,7140.5,16136,520.5,237493,7661.1,2014,12,201412
897,Concesionado,02PE1NVSQ1,ancash,Vesique (Km402+760),18481,50533,4110,10130,14169,4263,3379,16180,197,69014,2226.3,52428,1691.2,121442,3917.5,2014,12,201412
898,Concesionado,13PE1NVIR1,La Libertad,Viru,2026,47208,4413,11162,13774,4295,3780,15192,131,49234,1588.2,52747,1701.5,101981,3289.7,2014,12,201412
899,No concesionado,08PE3SACS1,Cusco,Aguas Calientes,0,11834,0,6474,3378,1004,571,6128,9,11834,381.7,17564,566.6,29398,948.3,2014,12,201412
900,No concesionado,04PE1SATI1,Arequipa,Atico,0,13067,0,3962,8113,3007,6122,19102,408,13067,421.5,40714,1313.4,53781,1734.9,2014,12,201412
901,No concesionado,21PE3SAYV1,Puno,Ayaviri,1216,23510,0,7706,3353,953,436,6027,10,24726,797.6,18485,596.3,43211,1393.9,2014,12,201412
902,No concesionado,24PE1NCCS1,Tumbes,Cancas,0,37233,0,6577,4037,1615,1097,3993,30,37233,1201.1,17349,559.6,54582,1760.7,2014,12,201412
903,No concesionado,02PE3NCTC1,ancash,Catac,0,20298,0,5343,5184,1482,312,3429,25,20298,654.8,15775,508.9,36073,1163.6,2014,12,201412
904,No concesionado,12PE3SHUO1,Junin,Chacapampa,6097,39361,0,7100,2031,230,285,2652,31,45458,1466.4,12329,397.7,57787,1864.1,2014,12,201412
905,No concesionado,12PE22BCHO1,Junin,Chalhuapuquio (El Pedregal),1809,34235,614,13003,7126,1207,311,2050,29,36044,1162.7,24340,785.2,60384,1947.9,2014,12,201412
906,No concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12,201412
907,No concesionado,14PE06ACUC1,Lambayeque,Cuculi (Pomalca),5085,17016,1514,8108,1774,61,87,690,13,22101,712.9,12247,395.1,34348,1108,2014,12,201412
908,No concesionado,20PE1NTYL1,Piura,Desvio Talara,0,54398,0,14593,5115,1689,1605,10776,24,54398,1754.8,33802,1090.4,88200,2845.2,2014,12,201412
909,No concesionado,21PE3SILV1,Puno,Ilave,19321,26412,998,3727,1138,146,1675,2704,14,45733,1475.3,10402,335.5,56135,1810.8,2014,12,201412
910,No concesionado,15PE24LNH1,Lima,Lunahuana,4402,31533,107,3141,298,207,17,199,5,35935,1159.2,3974,128.2,39909,1287.4,2014,12,201412
911,No concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12,201412
912,No concesionado,14PE1NJMOC1,Lambayeque,Mocce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12,201412
913,No concesionado,11PE1SNZA1,Ica,Nasca,0,47370,0,13478,13805,2945,7104,26185,443,47370,1528.1,63960,2063.2,111330,3591.3,2014,12,201412
914,No concesionado,11PE28APRA1,Ica,Pacra,0,14819,0,3380,4770,1163,555,3912,51,14819,478,13831,446.2,28650,924.2,2014,12,201412
915,No concesionado,23PE1SDPRO1,Tacna,Pozo Redondo,0,26361,0,3414,1876,680,1173,1468,6,26361,850.4,8617,278,34978,1128.3,2014,12,201412
916,No concesionado,21PE36APDA1,Puno,Punta Perdida,0,1919,0,516,712,238,3733,1829,1,1919,61.9,7029,226.7,8948,288.6,2014,12,201412
917,No concesionado,08PE28ARUM1,Ayacucho,Rumichaca,230,8115,21,2640,4772,1124,442,3468,42,8345,269.2,12509,403.5,20854,672.7,2014,12,201412
918,No concesionado,08PE3SSAY1,Cusco,Saylla,0,28593,0,17003,3367,1066,568,7031,18,28593,922.4,29053,937.2,57646,1859.5,2014,12,201412
919,No concesionado,21PE36ASIC1,Puno,Sicuyani,609,3238,0,1005,6196,205,3789,3346,8,3847,124.1,14549,469.3,18396,593.4,2014,12,201412
920,No concesionado,05PE28ASOC1,Ayacucho,Socos,0,20247,0,3250,4548,1084,533,3345,40,20247,653.1,12800,412.9,33047,1066,2014,12,201412
921,No concesionado,20PE1NLTGD1,Piura,Tambogrande,0,50412,0,6608,1022,234,337,1499,8,50412,1626.2,9708,313.2,60120,1939.4,2014,12,201412
922,No concesionado,15PE16TNA1,Lima,Tunan,0,26156,0,5646,5291,1419,421,5841,73,26156,843.7,18691,602.9,44847,1446.7,2014,12,201412
923,No concesionado,04PE1SYCA1,Arequipa,Yauca,0,16301,0,4442,8285,2724,6065,19833,312,16301,525.8,41661,1343.9,57962,1869.7,2014,12,201412
924,Concesionado,22PE5NACS1,San Martin,Aguas Claras,2105,9829,0,2711,2736,713,255,3795,9,11934,385,10219,329.6,22153,714.6,2015,1,201501
925,Concesionado,04PE1SCAM1,Arequipa,Camana,0,27554,0,7098,4762,1526,2700,9441,222,27554,888.8,25749,830.6,53303,1719.5,2015,1,201501
926,Concesionado,21PE3SCRO1,Puno,Caracoto,35197,81919,9142,16478,4990,887,1898,4672,51,117116,3777.9,38118,1229.6,155234,5007.5,2015,1,201501
927,Concesionado,12PE3NCRA1,Junin,Casaracra-Concesion,0,53066,0,16612,18423,4684,2912,22544,118,53066,1711.8,65293,2106.2,118359,3818,2015,1,201501
928,Concesionado,08PE3SCSC1,Cusco,Ccasacancha (Huillque),0,29542,0,5490,4540,356,852,3188,67,29542,953,14493,467.5,44035,1420.5,2015,1,201501
929,Concesionado,13PE1NCMA1,La Libertad,Chicama,74,64007,10516,13195,15203,3328,3072,16949,202,64081,2067.1,62465,2015,126546,4082.1,2015,1,201501
930,Concesionado,15PE1SCLA1,Lima,Chilca,0,284882,0,28913,21793,3540,6059,26657,478,284882,9189.7,87440,2820.6,372322,12010.4,2015,1,201501
931,Concesionado,20PE1NJCLS1,Piura,Chulucanas,0,39226,3967,9679,4011,268,556,5188,79,39226,1265.4,23748,766.1,62974,2031.4,2015,1,201501
932,Concesionado,13PE08CDS1,La Libertad,Ciudad de Dios,8960,10594,0,2675,2645,407,551,7722,24,19554,630.8,14024,452.4,33578,1083.2,2015,1,201501
933,Concesionado,15PE22CCA1,Lima,Corcona-Concesion,4756,91140,1485,25813,28476,6758,4275,34302,248,95896,3093.4,101357,3269.6,197253,6363,2015,1,201501
934,Concesionado,20PE1NCBA1,Piura,Cruce Bayovar,0,12228,0,2397,6627,2214,1498,8245,219,12228,394.5,21200,683.9,33428,1078.3,2015,1,201501
935,Concesionado,14PE04BOLS1,Lambayeque,Desvio Olmos,794,13189,0,5232,6374,2123,706,5435,42,13983,451.1,19912,642.3,33895,1093.4,2015,1,201501
936,Concesionado,04PE1SEFS1,Arequipa,El Fiscal,0,9253,0,1177,2352,443,1208,3249,39,9253,298.5,8468,273.2,17721,571.6,2015,1,201501
937,Concesionado,15PE1NEPS1,Lima,El Paraiso,0,121144,0,41487,35095,11295,7968,42945,436,121144,3907.9,139226,4491.2,260370,8399,2015,1,201501
938,Concesionado,15PE1NFZA1,Lima,Fortaleza,0,25999,0,6810,14366,4791,3016,14995,176,25999,838.7,44154,1424.3,70153,2263,2015,1,201501
939,Concesionado,02PE1NHUY1,ancash,Huarmey,0,48934,0,11424,26554,8863,5732,29381,319,48934,1578.5,82273,2654,131207,4232.5,2015,1,201501
940,Concesionado,11PE1SICA1,Ica,Ica,0,54989,0,14533,15538,2553,4567,18380,234,54989,1773.8,55805,1800.2,110794,3574,2015,1,201501
941,Concesionado,18PE36ILO1,Moquegua,Ilo,0,33646,0,2591,708,133,1765,1170,28,33646,1085.4,6395,206.3,40041,1291.6,2015,1,201501
942,Concesionado,11PE1SJAY1,Ica,Jahuay Chincha,0,68536,0,15661,19149,3367,5335,23955,238,68536,2210.8,67705,2184,136241,4394.9,2015,1,201501
943,Concesionado,20PE02ALLA1,Piura,Loma Larga Baja,0,5571,0,2790,246,12,2,20,6,5571,179.7,3076,99.2,8647,278.9,2015,1,201501
944,Concesionado,21PE34BMNI1,Puno,Macusani,1401,4342,119,878,876,68,210,1338,6,5743,185.3,3495,112.7,9238,298,2015,1,201501
945,Concesionado,11PE30MNA1,Ica,Marcona,0,23971,0,4144,1825,138,169,1078,14,23971,773.3,7368,237.7,31339,1010.9,2015,1,201501
946,Concesionado,04PE34MRI1,Arequipa,Matarani Concesion,0,54040,0,9836,1851,663,2822,16893,177,54040,1743.2,32242,1040.1,86282,2783.3,2015,1,201501
947,Concesionado,13PE10AMEO1,La Libertad,Menocucho (Quirihuac),7631,32703,39,8887,4620,90,127,767,10,40334,1301.1,14540,469,54874,1770.1,2015,1,201501
948,Concesionado,14PE1NJMOC1,Lambayeque,Mocce,25750,45566,7551,7866,4433,1281,673,3621,150,71316,2300.5,25575,825,96891,3125.5,2015,1,201501
949,Concesionado,18PE1SMTV1,Moquegua,Montalvo,0,10742,0,1231,2755,443,1203,3216,38,10742,346.5,8886,286.6,19628,633.2,2015,1,201501
950,Concesionado,14PE1NMRE1,Lambayeque,Morrope,0,16755,0,3185,6991,2257,1575,8966,83,16755,540.5,23057,743.8,39812,1284.3,2015,1,201501
951,Concesionado,22PE5NMYB1,San Martin,Moyobamba,2840,29463,468,3472,3035,690,294,4145,11,32303,1042,12115,390.8,44418,1432.8,2015,1,201501
952,Concesionado,13PE1NPGA1,La Libertad,Pacanguilla,419,32027,0,7501,12050,3141,2651,14115,188,32446,1046.6,39646,1278.9,72092,2325.5,2015,1,201501
953,Concesionado,20PE02PAI1,Piura,Paita,8638,65362,1095,7948,4123,505,1139,5901,351,74000,2387.1,21062,679.4,95062,3066.5,2015,1,201501
954,Concesionado,18PE36APCL1,Moquegua,Pampa Cuellar,0,11786,0,2112,1611,588,3212,1892,38,11786,380.2,9453,304.9,21239,685.1,2015,1,201501
955,Concesionado,05PE30APGR1,Ayacucho,Pampa Galera,0,7793,0,2659,4454,306,896,3672,114,7793,251.4,12101,390.4,19894,641.7,2015,1,201501
956,Concesionado,03PE30APPR1,Apurimac,Pampamarca (Chalhuanca),0,7296,0,2051,3851,295,818,2759,48,7296,235.4,9822,316.8,17118,552.2,2015,1,201501
957,Concesionado,04PE34APTI1,Arequipa,Patahuasi,0,34689,0,21185,7515,2286,3187,24343,215,34689,1119,58731,1894.5,93420,3013.5,2015,1,201501
958,Concesionado,01PE08CPRS1,Amazonas,Pedro Ruiz,0,8008,0,1684,1633,486,150,1961,3,8008,258.3,5917,190.9,13925,449.2,2015,1,201501
959,Concesionado,03PE30APRH1,Apurimac,Pichirhua (Casinchihua),0,15915,0,2771,4095,280,813,2782,44,15915,513.4,10785,347.9,26700,861.3,2015,1,201501
960,Concesionado,20PE1NPSA1,Piura,Piura Sullana,0,136531,10380,26738,13931,3445,2287,15133,90,136531,4404.2,72004,2322.7,208535,6726.9,2015,1,201501
961,Concesionado,17PE30CPNN1,Madre de Dios,Planchon,0,17459,0,1217,414,56,279,1052,5,17459,563.2,3023,97.5,20482,660.7,2015,1,201501
962,Concesionado,06PE3NPPU1,Cajamarca,Pomahuaca (Pucara),0,11557,0,4618,6315,2114,700,5403,40,11557,372.8,19190,619,30747,991.8,2015,1,201501
963,Concesionado,22PE5NBPGO1,San Martin,Pongo,0,18767,0,1737,1437,262,136,1883,4,18767,605.4,5459,176.1,24226,781.5,2015,1,201501
964,Concesionado,12PE3SQLA1,Junin,Quiulla-Concesion,0,64437,0,9625,11966,2190,1388,11385,43,64437,2078.6,36597,1180.5,101034,3259.2,2015,1,201501
965,Concesionado,21PE34BSGB1,Puno,San Gaban,626,4761,17,826,1013,66,210,1311,3,5387,173.8,3446,111.2,8833,284.9,2015,1,201501
966,Concesionado,17PE30CSLZ1,Madre de Dios,San Lorenzo,0,6205,0,476,120,8,239,505,5,6205,200.2,1353,43.6,7558,243.8,2015,1,201501
967,Concesionado,21PE34ASLA1,Puno,Santa Lucia,376,22992,0,11428,6735,2018,2780,17763,40,23368,753.8,40764,1315,64132,2068.8,2015,1,201501
968,Concesionado,15PE1NASPY1,Lima,Serpentin de Pasamayo,0,1648,0,57051,34534,12404,11390,53552,528,1648,53.2,169459,5466.4,171107,5519.6,2015,1,201501
969,Concesionado,23PE1STMS1,Tacna,Tomasiri,0,19632,0,1854,2724,660,461,2216,8,19632,633.3,7923,255.6,27555,888.9,2015,1,201501
970,Concesionado,04PE34AVYO1,Arequipa,Uchumayo-Concesion,0,153143,0,57070,17570,5025,8411,34905,543,153143,4940.1,123524,3984.6,276667,8924.7,2015,1,201501
971,Concesionado,17PE30CUPO1,Madre de Dios,Union Progreso,0,21767,0,1299,1839,482,456,1806,1,21767,702.2,5883,189.8,27650,891.9,2015,1,201501
